treatment,confounder,outcome,age
0,0.9540017634932024,0.8005903464196401,28.79006340663718
0,0.651391251305798,0.7791589334956489,56.17503277785815
1,-0.3152692446403456,1.7179621565576135,43.550218002627865
0,0.7589692204932674,0.684120566837612,36.956746859238514
0,-0.7728252145375718,-0.6177100169853195,37.573878325758024
1,-0.2368186067400088,1.774748856689277,38.74753548591917
0,-0.4853635478291034,-0.3674338294227208,43.27461403055242
1,0.0818741393863225,2.088625987527333,60.59157863604633
0,2.3146585666735087,2.520733359161708,42.08602048775143
1,-1.867265192591748,0.3082688916525724,34.864479298583085
1,0.6862601903745135,2.661363775526606,13.461648943035492
0,-1.6127158711896517,-1.5155587760942162,48.9242557960843
0,-0.4719318657894334,-0.4073942708309187,37.31142028632109
1,1.088950596967366,3.225813752720601,30.265392396193633
1,0.0642800190954627,1.967787673037452,23.884990959481417
1,-1.077744777929306,0.9908603680705378,31.846493203617236
1,-0.7153037092599682,1.3905387394249906,23.424012267550125
0,0.6795977489346758,0.5037238002923644,50.52113650668214
0,-0.7303666317171367,-0.8486924829837141,25.3913486782866
0,0.2164585895819748,0.0125353718059647,28.575392280853585
1,0.0455718399038137,2.018631156459358,34.551849631966164
1,-0.6516003476058171,1.420153877973779,29.174681546245353
0,2.1439440893253257,2.2941797945349283,26.870386549937727
0,0.6339190223180112,0.6413285003599888,33.28057551733916
0,-2.025142586657607,-1.862281032100478,37.486618286074474
0,0.1864543147694276,0.0484441689479384,42.61413227663748
1,-0.661786464768388,1.1678752912960966,49.662930836109666
1,0.852433334796224,2.846878564906562,39.66394234975446
1,-0.7925207384327007,1.24588580646123,32.44040289532271
0,-0.114736441466899,-0.1180059162763083,54.833289858423974
0,0.5049872789804571,0.2982430689764694,31.44827606963547
1,0.8657551941701215,2.8568431902188425,43.4912581898479
1,-1.2002964070557762,0.6692566428937384,32.4789640314259
1,-0.3345012358409484,1.732466019042055,28.909384267589605
1,-0.4749453111609562,1.5617145134487287,44.903841453176746
0,-0.6533292325737119,-0.7473172112064475,24.845300585440775
1,1.7654542402810969,3.714067548547428,41.788696869733634
0,0.4049817109609555,0.2990603587720604,48.486540556318445
0,-1.2608839543350452,-1.2671518640623625,36.75090395276109
0,0.917861947054776,1.0133761791049,37.74986952558903
0,2.122156197012633,2.023583592379079,31.072368189623464
1,1.0324652605511468,3.0828699121029315,48.46376536691802
0,-1.5193699659540134,-1.5723957277912577,25.35296582698635
1,-0.4842340728662513,1.4364786439075143,52.01787843806945
1,1.2669111491866227,3.2562081131911667,37.66327207530994
0,-0.7076694656187807,-0.8111936978607182,41.301277220027984
0,0.4438194281462284,0.3884544976115102,37.42953063030167
1,0.7746340534293368,2.654846264170452,49.762074461140514
0,-0.926930471578083,-0.730457958286444,35.75433827449881
0,-0.0595253560618,-0.0559990008646272,51.85420543789686
0,-3.241267340069073,-3.311239890868331,41.64567068224861
0,-1.0243876413342898,-1.0029896502608675,47.25312917245412
1,-0.2525681513931603,1.7361990436377566,37.095202151770515
1,-1.2477831819648495,0.7301198580818282,37.64297422785877
1,1.6324113039316352,3.693827973935978,50.00847405103084
1,-1.430141377960633,0.6456093930440978,30.494069323092052
1,-0.4400444866969837,1.5069053985419636,40.660875800127165
0,0.1307405772860913,0.0731587532216233,30.83246386699266
1,1.4412732890661155,3.4137681193509515,39.05682092054779
1,-1.4358621511794394,0.3339457323470021,49.17533205922495
1,1.1631637521549596,3.0116446459351045,54.525300559297456
1,0.010233061019587,2.1469204877640395,49.211380004385894
0,-0.9815086510479508,-0.8170118796978225,40.71694078313827
0,0.4621034742632707,0.4371998703076329,33.79370743916478
0,0.19905969557347,0.2567153918790467,27.419517033863464
0,-0.6002168771587947,-0.569091861704441,19.915604036741573
1,0.0698020849900189,2.3776901658355425,29.91046223504284
1,-0.3853135968617602,1.7266438942816975,37.31260232334786
0,0.113517345251248,0.1007255861031714,39.169899222865574
1,0.6621306745210467,2.566576630461004,54.56913032970807
0,1.586016816145352,1.4253721841195948,38.77002225226877
0,-1.237815498826849,-1.2174691352401268,31.416734976757365
0,2.133033374656266,2.0573983001278364,30.79338423655652
0,-1.9520877995225017,-2.0943131704822693,47.88419003689403
1,-0.1517850950355833,1.783557616540164,39.590253591579106
0,0.5883172064845765,0.480162406123137,42.746909763594005
1,0.2809918677350326,2.449706031242289,38.26935071582199
1,-0.6226995198205938,1.4654644558743513,27.57738291474484
0,-0.2081222503572752,-0.2089195144889369,52.02199765092709
1,-0.4930009346588328,1.6549934792301697,21.75246409885628
1,-0.5893647569442115,1.4183720738205503,49.75199943348643
0,0.8496020970210246,0.7634736768881982,34.79932577580588
0,0.3570154859650473,0.5093278936920131,32.21358643380794
0,-0.6929095952606542,-0.6390185908921884,32.517812491457164
0,0.8995998754332507,0.795875260000605,50.14097367294367
0,0.3072995208766093,0.2882656530682485,35.39238885702678
1,0.8128621188389601,2.725300293500484,57.42510591471758
1,0.6296288419236122,2.4913488688271785,35.5016822837387
0,-0.8289950109220723,-0.7363772561689081,22.537505649925322
0,-0.5601810401969696,-0.3692393761499565,49.07492209310582
1,0.7472936051232618,2.607436847741348,35.06337857220995
0,0.6103702654334648,0.666667189102522,39.43227848758109
0,-0.0209015939641481,-0.0859658508763308,63.80164113363215
0,0.117327383308782,0.0686148449323123,38.22339724531812
1,1.277664895788425,3.218425503364538,42.80799190234207
0,-0.5915713888358299,-0.6779704658038115,39.93538924208673
1,0.5470973811700379,2.551949543964521,29.23851960067968
1,-0.202192652433894,1.714712335925002,50.52613895209386
0,-0.2176812032272203,-0.1906355206492364,40.254746457251045
1,1.09877685198719,3.093753041042276,42.90573830738708
0,0.8254163489880298,0.8015215443013889,58.929327984046274
1,0.8135096360006385,2.722753269796479,31.60558160043382
1,1.305478807154329,3.247801674097496,40.351066154495875
1,0.021003841632759,2.0965429642153346,43.380767090304886
0,0.6819529712949639,0.732044690057402,18.503779552628888
1,-0.310266756593456,1.5919777189266888,44.42041674709849
0,0.3241663524884421,0.3340995830313647,55.439145317752875
0,-0.1301430543676845,-0.0550043420305056,63.46210682250038
0,0.0969959649927181,-0.069944563119419,51.45615911991965
1,0.5951570254369136,2.649493044674907,21.947562985044048
1,-0.8182206832334725,1.1155169408719428,27.79199518038684
0,2.09238727568546,2.1494471425447763,44.849259457431856
1,-1.006017381499702,0.9176567028460464,41.94061899549041
0,-1.2141886127877322,-1.3946768228541842,45.094044211063505
1,1.1581108735000678,2.9953566297117518,41.118807754793586
0,0.7916626939629359,0.7964711886290741,46.73947864474768
1,0.6241198170521551,2.650092067224304,48.64919651455285
0,0.6283455092642799,0.537913846753839,42.32265046506963
1,-0.0122467728469146,2.051612473030823,49.51418335680033
0,-0.8972543714858315,-1.0634063777127276,32.5860938742119
0,0.0758045581937263,0.0691965783289946,25.882480564873326
0,-0.6771617115121117,-0.7982633314883574,37.513596757410056
1,0.9751197334177512,2.9099361226375358,33.35025908231061
1,-0.1470573815021386,1.8576824856295029,42.99798213004774
0,-0.8254971967925115,-0.9115385333209068,43.13442428518398
1,-0.3213858416529934,1.640158603924024,39.34828630390077
1,0.4129314542756243,2.513560735197068,42.086955135659785
1,-0.5637245528039747,1.3785862602437104,61.20029289746509
1,-0.8222203955664315,1.261348815640083,26.398829891947635
0,0.2436872114919123,0.1307165260261504,46.63342771592253
0,0.2449665711087227,0.297946988900251,56.32072521046192
1,-0.5069431753711298,1.6372136866946605,49.52782671499432
1,-0.4710383056183228,1.2817972443689485,32.293168125173736
1,0.2320499373576363,2.152360411810589,43.896016037180175
0,-1.448084341497324,-1.39037712877927,39.5027166699235
0,-1.4074637743765552,-1.4277683129808545,37.29530986943017
1,-0.718444221252436,1.3186703660846948,30.62945459089755
1,-0.2134471517118472,1.726154329616571,42.690405723021264
1,0.3109075655980046,2.319566544345294,29.16526282082092
1,1.475356216949552,3.459788493410344,39.93864548401921
